Date,AAPL,MSFT,NVDA,JPM,GS,XOM,JNJ,AMZN,PG,GLD
2026-01-16,-0.010379073276537754,0.007007346870100184,-0.004383967623675433,0.010379587899226994,-0.014202830883557227,0.0058854730271853395,-0.004144506288299543,0.0039466053837939885,-0.000691483500925294,-0.004818883830700504
2026-01-20,-0.03455563492367564,-0.011612253703628728,-0.04381672138594639,-0.031139024380953728,-0.01936590680439576,0.004388425502607207,-0.0020579720230857745,-0.033957825706746436,0.017089908593608483,0.03783617488689295
2026-01-21,0.003850831106810837,-0.022903278470751354,0.02948284071008489,-0.0023121546939048887,0.010218690314009793,0.024145267923803226,-0.0009165560690416186,0.001341980773133189,-0.0063946064938760205,0.014568979615140476
2026-01-22,0.0028266120532465244,0.015829449808587803,0.008291401026019996,0.005264191143254271,0.0017208574633122975,0.00022452694139363238,0.002201738522740415,0.01309929882528893,0.0264959329611949,0.01846258414950319
2026-01-23,-0.001248289505752287,0.032827950848620446,0.015310552663258647,-0.019464491542561357,-0.03746919327349352,0.009952138107438557,0.007551791930517027,0.020568436457892858,0.008577835995137617,0.013745304981574558
2026-01-26,0.029712962519965025,0.009292820813103786,-0.006394126101000319,0.011151441994512235,0.014125826357503257,-0.0009632601165358023,0.0061325483924106194,-0.003094185824689788,-0.00439552734031623,0.014628847613605389
2026-01-27,0.011197578028024013,0.02190185886971885,0.010993681830616886,-0.0024249633457580355,-0.00229646887786894,0.014758218588135419,0.013318825213516572,0.026256163723313408,-0.007692883223059499,0.024531942321975864
2026-01-28,-0.007085445328186779,0.0021848569201308177,0.01591348287194827,0.001531722083239595,0.007625989859159299,0.005481304493666128,0.014614193213793092,-0.0068252338521122,-0.0067412702217020115,0.038773348494905324
2026-01-29,0.007175077196164281,-0.09993146244609463,0.005169082772252587,0.018785200054669327,0.003533258555513008,0.021296692335595724,-0.0018883200680959167,-0.005267268047532414,0.017374763283711347,0.0027094717415592218
2026-01-30,0.0046461394466286166,-0.007404862064634643,-0.00716839684544246,-0.0017296480519274349,-0.005010021674959897,0.006333976569752764,-0.0001760151189428294,-0.010052507834071855,0.012475053049487927,-0.10274245274560045
2026-02-02,0.04058122413384724,-0.01608216420757036,-0.028880854608678286,0.007355584988891994,0.011674049380001605,-0.021216386151133415,0.015401604166136451,0.015294624385431943,0.009356250437972502,-0.04004945911975222
2026-02-03,-0.0019629122599374993,-0.028721958392058156,-0.028392945801114955,0.021775787421616455,-0.007756280496885926,0.038511559105832704,0.010184168618640577,-0.017863069956986388,0.013904333500008859,0.06358720612372104
2026-02-04,0.026012954335186356,0.00724696002125591,-0.03410220337884484,0.0076861453493528575,-0.02735921994120183,0.0268559129304744,0.005877270220576047,-0.023593955826118118,0.009979318309799368,-0.0007044119795716064
2026-02-05,-0.0020976508564164442,-0.04954246909318927,-0.01326138417734124,-0.022409889361631685,-0.025062998944587078,-0.0102309288504846,0.01415959692165547,-0.04420791797466184,0.011092022358158538,-0.026631707613677613
2026-02-06,0.008009793893585249,0.018975241101618856,0.07871770227202068,0.039463470756562646,0.04305888677884928,0.020331308435832085,0.009251875217964223,-0.05554804877440456,0.003530657313150609,0.03073229479090611
2026-02-09,-0.01166051394653178,0.03106151286708836,0.024971663419029566,-0.0009304832464267498,0.01601072552262406,0.014491732024769721,-0.005625250282601635,-0.00760748406141476,-0.011559944455974858,0.02540290594406658
2026-02-10,-0.003422920610733904,-0.0007979599440377516,-0.007893101110529654,-0.01185969342388371,0.005690884363508175,0.0025130829846635727,-0.0012151592270626121,-0.008432323191560842,0.011123116885736861,-0.009913720520981939
2026-02-11,0.0066501292492171515,-0.02153555363583015,0.008008991631896611,-0.023438455082598675,-0.004636495566583854,0.026189039969609418,0.01053069895845038,-0.013915755650289796,0.005783242131983224,0.011310577541873812
2026-02-12,-0.049981811301894274,-0.006256627631262779,-0.016364120017250072,-0.026317458603135058,-0.04238876133782987,-0.02976772238305303,0.01532009937885026,-0.021952154485218922,0.007562541961669833,-0.03472828959819363
2026-02-13,-0.022733396848946263,-0.001294005019369382,-0.02209264710071812,-0.0002974717522841175,0.0006522611641219811,-0.009871245246703242,-0.004498095888246456,-0.004058180323715632,-0.007071517537195038,0.024878663914389865
2026-02-17,0.031667863563111576,-0.011113366274641656,0.011815537711723945,0.015138050816838167,0.012042290436184544,-0.015223944447933513,-0.0004928681561929826,0.011871828009746066,-0.0032486052893574424,-0.0311702543391007
2026-02-18,0.0017811172199722058,0.006904209070364153,0.016272852504360502,0.00537229795282923,0.019311409301661753,0.030713387778857237,0.006822043974271885,0.018095945812067304,-0.016859933500180557,0.022489929267582198
2026-02-19,-0.014261469431454121,-0.0005769168650320289,-0.00042552880599477927,-0.0023641783444979803,-0.018292179275749998,0.0019246652443491996,0.007837008162978831,0.00034184934085601526,0.010837670162102464,0.0027930496262249527
2026-02-20,0.015350373037534393,-0.0030868355547025716,0.010218257158700395,0.008894727675803793,0.006098219718241982,-0.024441958081538595,-0.01790123786602893,0.025627257563010764,0.014001016995996984,0.019714504323102178
2026-02-23,0.006047343656806037,-0.032122471647954565,0.009113885259954158,-0.0422149836110034,-0.03245353098515347,0.023628433978696073,0.013814961725513886,-0.023035535309270605,0.02730438750453401,0.027015500392687075
2026-02-24,0.022390946489790453,0.01178245055508631,0.006786724366676156,-0.001243073262585992,0.011162016605708702,-0.009949589112859702,0.0071154230021104325,0.016027637831418806,0.0006659842076104372,-0.01385890426498504
2026-02-25,0.007679856784716499,0.029820067104153303,0.014052296839024425,0.020181635541062448,0.021179905260658938,-0.0013399233257578302,-0.004507067629743955,0.00997315810991184,-0.011435136759482933,-0.0025072627221415233
2026-02-26,-0.004667610137537803,0.002795794059219592,-0.0545612407949545,0.009330752402718634,0.008270170994468806,-0.0034885568293164804,-0.00693395179238343,-0.012913032798065993,0.0022033209602567716,0.008575889154321725
2026-02-27,-0.03213049693728531,-0.022353905603506474,-0.041646311846979644,-0.01904425243149721,-0.07473622044227834,0.026659532064465807,0.020372084569802773,0.01000385652833935,0.02106868365338732,0.01313141674919538
2026-03-02,0.002044093269336189,0.014793496213936663,0.029854898026954846,-0.009124176975538134,0.00775375679888457,0.011278696529200882,0.0005233059076814595,-0.007666669573102691,-0.02206939299495625,0.012919896640826822
2026-03-03,-0.0036642536122324376,0.013498946299321357,-0.013316539505995872,0.009073841340180744,0.0010212427414948433,-0.015497337379916987,-0.0072819342467489445,0.0016315386481426941,-0.02317897017588344,-0.04461221500318879
2026-03-04,-0.004663548763329417,0.0031441575378865494,0.016606495502460517,-0.0028974724868177093,0.005413970666642287,-0.01323845407755786,-0.0058763807426228665,0.03875826073047883,-0.008890546945232836,0.007818116439543887
2026-03-05,-0.00849451684471103,0.013524136978431578,0.0016390080583172928,-0.01950641828294264,-0.036656071521872335,0.006274109842906439,-0.0231145458557086,0.009777672934109694,-0.02722676863868756,-0.012017768242597593
2026-03-06,-0.010872553678353492,-0.004188178755669236,-0.03010798420604055,-0.013864680551480935,-0.016805159664431524,0.002984957703821456,0.0032132412385019737,-0.026171534044230005,-0.0023378180239596036,0.01583250339069653
2026-03-09,0.009399570838394267,0.0011003819846291396,0.02716223428151121,0.0015199752131660471,0.012916713261746038,-0.00509228383223348,0.009109827358603217,0.0013132534612816382,0.010349516939112569,-0.0020696732193965506
2026-03-10,0.0036554627966916,-0.008915253325116002,0.011606999188437328,-0.004104588804811349,0.0021393077161204754,-0.015354942309931507,0.004616886074793269,0.00393459326562029,0.0050895070217757965,0.01127967872100144
2026-03-11,-7.663617950748325e-05,-0.002168781697636457,0.006873722377926494,-0.004190842401601058,-0.01205309101881158,0.02329033169864214,-0.0029543358945800513,-0.007838417021498345,-0.017242402905791487,-0.003390104145245987
2026-03-12,-0.019362766377938656,-0.007459048347235875,-0.015535125563684415,-0.01610313905866978,-0.04399338375831807,0.012864473708184665,-0.003909676058910905,-0.014671973697334195,-0.01839295062291124,-0.019653925633074443
2026-03-13,-0.022051921765652405,-0.015701980263283843,-0.015780274103308733,0.0019441753490390123,-0.006742682632695951,0.01686964344742692,-0.002148359891322449,-0.008877013416636048,0.0009966371859426726,-0.012936961278600778
2026-03-16,0.01079486750256109,0.011123813803188609,0.01647712189016981,0.009596391466534238,0.016057065501307033,0.007109919581526736,0.00691453353512439,0.0195984367511175,0.009757725059804434,-0.0008896876689686861
2026-03-17,0.005577044389181385,-0.001350190094862036,-0.00704076266961684,0.0025510587677728402,0.015438376127134834,0.010048984761105384,-0.0208890241377363,0.016340754535353108,-0.004207200961026891,-0.002519392047785618
2026-03-18,-0.016874457610149385,-0.019078127856892224,-0.00840982158463277,0.002962722794584094,-0.001932986718212959,-0.007682143690311394,-0.0034857915624170177,-0.024767666852414494,-0.031489233880435674,-0.03163716142328721
2026-03-19,-0.0039209238936004365,-0.007070163788856276,-0.010199536586162128,0.0007993709395095472,0.004990837300401285,0.0036170273333631098,0.0013486485412383953,-0.005288991452693126,-0.012746304208299142,-0.041215062676522196
2026-03-20,-0.003896213024359163,-0.018379502592174246,-0.03281810422532416,-0.004896356065327567,0.004978417908431121,0.009547258926864144,-0.009385567883178347,-0.01623874055782004,-0.0038663185083721574,-0.0305574415876555
2026-03-23,0.012177865828367551,0.0009557971012177369,0.015315601153447878,0.013784241487591276,0.02562901778064397,0.008204406423351074,-4.246296062915267e-05,0.025320213909846068,-0.0008316822719901529,-0.02201365812576095
